ENA|CP003859|CP003859.1	Streptococcus	constellatus	C1050
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=7473;interval=101-175;Tm=86.18;Ncor=1	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=12332;interval=101-175;Tm=81.85;Ncor=1	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=13020;interval=101-175;Tm=84.31;Ncor=1	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=13708;interval=101-175;Tm=79.60;Ncor=1	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=23464;interval=101-175;Tm=87.28;Ncor=1	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=238145;interval=101-175;Tm=86.66;Ncor=7	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=240688;interval=101-175;Tm=81.06;Ncor=7	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=245842;interval=101-175;Tm=85.31;Ncor=7	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=404452;interval=101-175;Tm=85.78;Ncor=9	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=405219;interval=101-175;Tm=80.73;Ncor=9	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=405986;interval=101-175;Tm=79.38;Ncor=9	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=407591;interval=101-175;Tm=83.53;Ncor=9	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=408350;interval=101-175;Tm=82.02;Ncor=9	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=409109;interval=101-175;Tm=84.90;Ncor=9	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=430266;interval=101-175;Tm=83.99;Ncor=10	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=604297;interval=101-175;Tm=85.14;Ncor=14	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=886696;interval=101-175;Tm=82.42;Ncor=24	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=1219512;interval=101-175;Tm=82.73;Ncor=33	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=1220410;interval=101-175;Tm=83.06;Ncor=33	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Mycobacterium/abscessus/36809.370.fna;GenomePos=1221307;interval=101-175;Tm=85.89;Ncor=33	Mycobacterium	abscessus	36809.370
Fused/Bacteria/Helicobacter/pylori/210.2927.fna;GenomePos=229724;interval=63-137;Tm=76.28;Ncor=1446	Helicobacter	pylori	210.2927
Fused/Bacteria/Helicobacter/pylori/210.2927.fna;GenomePos=317585;interval=101-175;Tm=72.32;Ncor=4542	Helicobacter	pylori	210.2927
Fused/Bacteria/Helicobacter/pylori/210.2927.fna;GenomePos=567882;interval=101-175;Tm=76.64;Ncor=9018	Helicobacter	pylori	210.2927
Fused/Bacteria/Helicobacter/pylori/210.2927.fna;GenomePos=568885;interval=101-175;Tm=77.23;Ncor=9103	Helicobacter	pylori	210.2927
Fused/Bacteria/Helicobacter/pylori/210.2927.fna;GenomePos=741482;interval=101-175,119-193,125-199,131-205,137-211;Tm=74.65;Ncor=12113	Helicobacter	pylori	210.2927
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=78603;interval=101-175;Tm=74.92;Ncor=0	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=145665;interval=101-175;Tm=71.21;Ncor=0	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=389540;interval=101-175;Tm=73.67;Ncor=7	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=403174;interval=101-175;Tm=72.52;Ncor=7	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=448652;interval=101-175;Tm=73.33;Ncor=8	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=537594;interval=101-175;Tm=75.56;Ncor=10	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=616587;interval=101-175;Tm=72.15;Ncor=12	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=717882;interval=101-175;Tm=76.02;Ncor=12	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=729912;interval=101-175,374-448;Tm=78.97;Ncor=13	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=739584;interval=101-175;Tm=74.70;Ncor=13	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=748206;interval=101-175;Tm=74.01;Ncor=13	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=750055;interval=101-175;Tm=73.24;Ncor=13	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=856879;interval=101-175;Tm=72.17;Ncor=14	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=874716;interval=101-175;Tm=72.83;Ncor=14	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=875263;interval=101-175;Tm=74.46;Ncor=14	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=889677;interval=101-175;Tm=73.95;Ncor=14	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=926527;interval=101-175;Tm=72.75;Ncor=14	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=929656;interval=101-175;Tm=73.65;Ncor=14	Clostridium	tetani	1231072.4
Fused/Bacteria/Clostridium/tetani/1231072.4.fna;GenomePos=955925;interval=101-175;Tm=75.11;Ncor=22	Clostridium	tetani	1231072.4
Fused/Bacteria/Staphylococcus/aureus/46170.181.fna;GenomePos=343694;interval=101-175,105-179,108-182,113-187;Tm=79.36;Ncor=3	Staphylococcus	aureus	46170.181
Fused/Bacteria/Staphylococcus/aureus/46170.181.fna;GenomePos=1161255;interval=101-175,105-179;Tm=73.55;Ncor=12	Staphylococcus	aureus	46170.181
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=18544;interval=101-175;Tm=74.90;Ncor=0	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=557477;interval=101-175;Tm=76.84;Ncor=4	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=789091;interval=101-175;Tm=77.22;Ncor=5	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=980545;interval=101-175;Tm=80.72;Ncor=11	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1001999;interval=101-175;Tm=76.35;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1002516;interval=101-175;Tm=76.17;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1003033;interval=101-175;Tm=75.47;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1022111;interval=101-175;Tm=73.18;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1024581;interval=101-175;Tm=76.41;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1029055;interval=101-175;Tm=78.28;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1029568;interval=101-175;Tm=77.23;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1030082;interval=101-175;Tm=80.02;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1031108;interval=101-175;Tm=80.15;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1031621;interval=101-175;Tm=76.65;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1033613;interval=101-175;Tm=73.65;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1034328;interval=101-175;Tm=78.96;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1035043;interval=101-175;Tm=81.21;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1037642;interval=101-175;Tm=77.49;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1038618;interval=101-175;Tm=80.60;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Acinetobacter/baumannii/470.1574.fna;GenomePos=1039594;interval=101-175;Tm=79.02;Ncor=12	Acinetobacter	baumannii	470.1574
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=117362;interval=101-175;Tm=78.99;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=120805;interval=101-175;Tm=84.93;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=170669;interval=101-175;Tm=82.82;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=172259;interval=101-175;Tm=73.86;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=173849;interval=101-175;Tm=76.19;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=176862;interval=101-175;Tm=78.09;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=178284;interval=101-175;Tm=78.30;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=179706;interval=101-175;Tm=77.73;Ncor=2	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=755995;interval=101-175;Tm=78.59;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=780045;interval=101-175;Tm=82.86;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=785172;interval=101-175;Tm=81.61;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=786582;interval=101-175;Tm=81.98;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=787992;interval=101-175;Tm=74.98;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=789402;interval=101-175;Tm=80.44;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=790812;interval=101-175;Tm=81.27;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=792222;interval=101-175;Tm=85.29;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=793632;interval=101-175;Tm=80.94;Ncor=5	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=2070945;interval=101-175;Tm=79.09;Ncor=9	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=2225976;interval=101-175;Tm=80.14;Ncor=9	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Burkholderia/multivorans/Burkholderia_multivorans_ATCC_17616.fna;GenomePos=2382250;interval=101-175;Tm=79.24;Ncor=9	Burkholderia	multivorans	ATCC_17616
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=751783;interval=101-175;Tm=76.40;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=755392;interval=101-175;Tm=77.43;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=757445;interval=101-175,212-286;Tm=78.43;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=758673;interval=101-175;Tm=73.88;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=762256;interval=101-175;Tm=73.76;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=763766;interval=101-175;Tm=75.57;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=764739;interval=101-175;Tm=74.23;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=765166;interval=101-175;Tm=76.88;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=765545;interval=101-175;Tm=76.95;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=765894;interval=101-175,227-301,352-426;Tm=74.55;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=766689;interval=101-175;Tm=80.37;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=767483;interval=101-175;Tm=73.40;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=773240;interval=101-175;Tm=75.57;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=773968;interval=101-175;Tm=73.22;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=774435;interval=101-175;Tm=73.44;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=774881;interval=101-175;Tm=71.81;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Helicobacter/pylori/210.1969.fna;GenomePos=778480;interval=101-175;Tm=73.98;Ncor=6	Helicobacter	pylori	210.1969
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=29399;interval=101-175;Tm=77.48;Ncor=0	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=31367;interval=101-175;Tm=74.19;Ncor=0	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=31992;interval=101-175;Tm=74.93;Ncor=0	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=1265883;interval=101-175,297-371;Tm=83.67;Ncor=5	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=1704365;interval=101-175;Tm=79.18;Ncor=6	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=1997302;interval=101-175,309-383,516-590;Tm=77.16;Ncor=7	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=2277753;interval=101-175,356-430,610-684;Tm=73.65;Ncor=8	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=2464852;interval=101-175;Tm=80.18;Ncor=8	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=2465648;interval=101-175;Tm=78.26;Ncor=8	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=2867535;interval=101-175,355-429,607-681;Tm=77.19;Ncor=14	Escherichia	coli	562.11479
Fused/Bacteria/Escherichia/coli/562.11479.fna;GenomePos=2928381;interval=101-175,361-435,620-694;Tm=76.70;Ncor=14	Escherichia	coli	562.11479
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1144117;interval=101-175;Tm=83.83;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1144714;interval=101-175;Tm=79.65;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1146472;interval=101-175;Tm=86.09;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1147036;interval=101-175;Tm=80.89;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1148618;interval=101-175;Tm=84.19;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1154900;interval=101-175;Tm=80.81;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1155264;interval=101-175;Tm=79.68;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1155628;interval=101-175;Tm=77.99;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1167326;interval=101-175;Tm=83.71;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1168830;interval=101-175;Tm=83.31;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1169192;interval=101-175;Tm=82.44;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1169554;interval=101-175;Tm=81.94;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1171213;interval=101-175;Tm=81.81;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1171848;interval=101-175;Tm=74.96;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1172482;interval=101-175;Tm=78.09;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1173117;interval=101-175;Tm=79.56;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1173751;interval=101-175;Tm=79.87;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1174386;interval=101-175;Tm=82.55;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1175020;interval=101-175;Tm=77.93;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Burkholderia/pseudomalli/28450.156.fna;GenomePos=1181798;interval=101-175;Tm=85.33;Ncor=11	Burkholderia	pseudomalli	28450.156
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=373844;interval=101-175;Tm=71.96;Ncor=10	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=639722;interval=101-175;Tm=74.92;Ncor=11	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=642729;interval=101-175;Tm=75.17;Ncor=11	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=957546;interval=101-175;Tm=72.86;Ncor=13	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=995565;interval=101-175;Tm=72.05;Ncor=13	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1023349;interval=101-175;Tm=74.34;Ncor=13	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1069170;interval=101-175;Tm=73.98;Ncor=13	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1488076;interval=101-175;Tm=78.10;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1624651;interval=101-175;Tm=72.82;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1625080;interval=101-175;Tm=76.83;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1625508;interval=101-175;Tm=75.90;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1627119;interval=101-175;Tm=73.19;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1629687;interval=101-175;Tm=73.91;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1630059;interval=101-175;Tm=78.72;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1653583;interval=101-175;Tm=75.09;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1655759;interval=101-175;Tm=78.04;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1656227;interval=101-175;Tm=74.97;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1656695;interval=101-175;Tm=74.93;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1658354;interval=101-175;Tm=76.77;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Acinetobacter/baumannii/470.3362.fna;GenomePos=1676237;interval=101-175;Tm=71.86;Ncor=15	Acinetobacter	baumannii	470.3362
Fused/Bacteria/Escherichia/coli/1355101.3.fna;GenomePos=2904785;interval=101-175,106-180,111-185,116-190,119-193,122-196,127-201,130-204,135-209;Tm=82.12;Ncor=14	Escherichia	coli	1355101.3
Fused/Bacteria/Burkholderia/pseudomalli/1249475.3.fna;GenomePos=1209588;interval=101-175;Tm=74.56;Ncor=8	Burkholderia	pseudomalli	1249475.3
Fused/Bacteria/Burkholderia/pseudomalli/1249475.3.fna;GenomePos=1414729;interval=101-175;Tm=76.48;Ncor=9	Burkholderia	pseudomalli	1249475.3
Fused/Bacteria/Burkholderia/pseudomalli/1249475.3.fna;GenomePos=1762809;interval=101-175;Tm=84.73;Ncor=13	Burkholderia	pseudomalli	1249475.3
Fused/Bacteria/Burkholderia/pseudomalli/1249475.3.fna;GenomePos=1847338;interval=101-175;Tm=81.92;Ncor=13	Burkholderia	pseudomalli	1249475.3
Fused/Bacteria/Burkholderia/pseudomalli/1249475.3.fna;GenomePos=1849404;interval=101-175;Tm=79.35;Ncor=13	Burkholderia	pseudomalli	1249475.3
